PDB_ID,Experimental_Method
4GMD,X-RAY DIFFRACTION
4TV7,X-RAY DIFFRACTION
4W6U,X-RAY DIFFRACTION
9FHF,X-RAY DIFFRACTION
3B0P,X-RAY DIFFRACTION
5GTK,X-RAY DIFFRACTION
8HRQ,X-RAY DIFFRACTION
7A74,X-RAY DIFFRACTION
1SVT,X-RAY DIFFRACTION
7BOE,ELECTRON MICROSCOPY
3A75,X-RAY DIFFRACTION
5MEI,X-RAY DIFFRACTION
3Q48,X-RAY DIFFRACTION
1ZJW,X-RAY DIFFRACTION
3BEB,X-RAY DIFFRACTION
2Z56,X-RAY DIFFRACTION
2FQI,X-RAY DIFFRACTION
5SST,X-RAY DIFFRACTION
1U05,X-RAY DIFFRACTION
189L,X-RAY DIFFRACTION
6DQ1,X-RAY DIFFRACTION
3V3K,X-RAY DIFFRACTION
5E7C,X-RAY DIFFRACTION
8RVG,X-RAY DIFFRACTION
1L27,X-RAY DIFFRACTION
6O9J,ELECTRON MICROSCOPY
1M9H,X-RAY DIFFRACTION
8FV8,X-RAY DIFFRACTION
1I29,X-RAY DIFFRACTION
4MEE,X-RAY DIFFRACTION
8EC4,X-RAY DIFFRACTION
4YWU,X-RAY DIFFRACTION
7L3O,X-RAY DIFFRACTION
2FTK,X-RAY DIFFRACTION
6QJ6,X-RAY DIFFRACTION
1QTD,X-RAY DIFFRACTION
4AYL,X-RAY DIFFRACTION
4V8F,X-RAY DIFFRACTION
3IJZ,X-RAY DIFFRACTION
6Z63,X-RAY DIFFRACTION
5W4K,X-RAY DIFFRACTION
2DUJ,X-RAY DIFFRACTION
7ARI,ELECTRON MICROSCOPY
4D2X,ELECTRON MICROSCOPY
5MMS,X-RAY DIFFRACTION
3M2J,X-RAY DIFFRACTION
2BBQ,X-RAY DIFFRACTION
5YRR,X-RAY DIFFRACTION
4YJ5,X-RAY DIFFRACTION
1CV6,X-RAY DIFFRACTION
1A5S,X-RAY DIFFRACTION
8KBB,X-RAY DIFFRACTION
1FL9,X-RAY DIFFRACTION
6K8M,X-RAY DIFFRACTION
4LF9,X-RAY DIFFRACTION
1D0S,X-RAY DIFFRACTION
6XGX,X-RAY DIFFRACTION
1PFI,FIBER DIFFRACTION
2VT3,X-RAY DIFFRACTION
8GCT,X-RAY DIFFRACTION
1SBT,X-RAY DIFFRACTION
2XD1,X-RAY DIFFRACTION
6FU7,X-RAY DIFFRACTION
8R3E,X-RAY DIFFRACTION
6OOH,X-RAY DIFFRACTION
5GRI,X-RAY DIFFRACTION
2VUA,X-RAY DIFFRACTION
8BC3,ELECTRON MICROSCOPY
1I1E,X-RAY DIFFRACTION
4V6T,ELECTRON MICROSCOPY
7ZLA,ELECTRON MICROSCOPY
6YNF,X-RAY DIFFRACTION
6EA2,X-RAY DIFFRACTION
6DE8,X-RAY DIFFRACTION
5JUO,ELECTRON MICROSCOPY
2XH7,X-RAY DIFFRACTION
4MCB,X-RAY DIFFRACTION
8G3K,ELECTRON MICROSCOPY
6ZA6,X-RAY DIFFRACTION
6ZA5,X-RAY DIFFRACTION
5ROK,X-RAY DIFFRACTION
1VSB,X-RAY DIFFRACTION
8UU6,ELECTRON MICROSCOPY
6Z25,X-RAY DIFFRACTION
7YDF,X-RAY DIFFRACTION
8EOS,ELECTRON MICROSCOPY
3MM7,X-RAY DIFFRACTION
2JD6,X-RAY DIFFRACTION
7RFV,X-RAY DIFFRACTION
5AQM,X-RAY DIFFRACTION
1B9J,X-RAY DIFFRACTION
7BNX,X-RAY DIFFRACTION
6L57,X-RAY DIFFRACTION
8FC6,X-RAY DIFFRACTION
7QVS,X-RAY DIFFRACTION
4V6K,ELECTRON MICROSCOPY
113L,X-RAY DIFFRACTION
9G2S,ELECTRON MICROSCOPY
1HVY,X-RAY DIFFRACTION
4BXD,X-RAY DIFFRACTION
1YUO,X-RAY DIFFRACTION
8Q8N,X-RAY DIFFRACTION
4PD5,X-RAY DIFFRACTION
8F4I,X-RAY DIFFRACTION
6T1B,X-RAY DIFFRACTION
7WI3,ELECTRON MICROSCOPY
3W6J,X-RAY DIFFRACTION
3C95,X-RAY DIFFRACTION
1HXT,X-RAY DIFFRACTION
1OBA,X-RAY DIFFRACTION
4FDY,X-RAY DIFFRACTION
4ORE,X-RAY DIFFRACTION
8HEK,X-RAY DIFFRACTION
6D4V,X-RAY DIFFRACTION
7YY3,X-RAY DIFFRACTION
5ER9,X-RAY DIFFRACTION
8J5M,X-RAY DIFFRACTION
1J96,X-RAY DIFFRACTION
4W6A,X-RAY DIFFRACTION
1IYP,X-RAY DIFFRACTION
6U5B,ELECTRON MICROSCOPY
5VY9,ELECTRON MICROSCOPY
8GRG,X-RAY DIFFRACTION
7XR8,X-RAY DIFFRACTION
1S2L,X-RAY DIFFRACTION
8QVV,X-RAY DIFFRACTION
2VRH,ELECTRON MICROSCOPY
2O3C,X-RAY DIFFRACTION
1T8A,X-RAY DIFFRACTION
8I66,X-RAY DIFFRACTION
2A9W,X-RAY DIFFRACTION
1HT1,X-RAY DIFFRACTION
6O1H,X-RAY DIFFRACTION
5ED0,X-RAY DIFFRACTION
1XS5,X-RAY DIFFRACTION
4UTO,X-RAY DIFFRACTION
9IWQ,ELECTRON MICROSCOPY
7GY5,X-RAY DIFFRACTION
4QBK,X-RAY DIFFRACTION
5VLY,ELECTRON MICROSCOPY
8WQL,ELECTRON MICROSCOPY
8IGI,X-RAY DIFFRACTION
5O79,X-RAY DIFFRACTION
2UU9,X-RAY DIFFRACTION
8TBR,X-RAY DIFFRACTION
4DM1,X-RAY DIFFRACTION
5Y6C,X-RAY DIFFRACTION
6HD9,X-RAY DIFFRACTION
1JBV,X-RAY DIFFRACTION
7QGQ,ELECTRON CRYSTALLOGRAPHY
5ZX8,X-RAY DIFFRACTION
6QA8,X-RAY DIFFRACTION
6B23,ELECTRON MICROSCOPY
8IRA,X-RAY DIFFRACTION
1HON,X-RAY DIFFRACTION
1ESF,X-RAY DIFFRACTION
3GQ1,X-RAY DIFFRACTION
7S1H,ELECTRON MICROSCOPY
4M45,X-RAY DIFFRACTION
6GJG,X-RAY DIFFRACTION
6LYV,X-RAY DIFFRACTION
7EWK,ELECTRON MICROSCOPY
5W6S,X-RAY DIFFRACTION
7YPJ,ELECTRON MICROSCOPY
4V9P,X-RAY DIFFRACTION
1I7Q,X-RAY DIFFRACTION
9N2C,ELECTRON MICROSCOPY
1EME,X-RAY DIFFRACTION
7SCL,X-RAY DIFFRACTION
2ZKW,X-RAY DIFFRACTION
2ZBG,X-RAY DIFFRACTION
8W5U,ELECTRON MICROSCOPY
5Z6U,X-RAY DIFFRACTION
8UN0,ELECTRON MICROSCOPY
1CJ0,X-RAY DIFFRACTION
9H6C,X-RAY DIFFRACTION
8XB6,ELECTRON MICROSCOPY
7BWF,X-RAY DIFFRACTION
3PNB,X-RAY DIFFRACTION
4V6W,ELECTRON MICROSCOPY
4I4C,X-RAY DIFFRACTION
5WPZ,X-RAY DIFFRACTION
6FTB,X-RAY DIFFRACTION
5E18,X-RAY DIFFRACTION
3TAB,X-RAY DIFFRACTION
5TGM,X-RAY DIFFRACTION
5ENZ,X-RAY DIFFRACTION
2IN5,X-RAY DIFFRACTION
2O5I,X-RAY DIFFRACTION
8D1W,X-RAY DIFFRACTION
5AQL,X-RAY DIFFRACTION
8JUO,X-RAY DIFFRACTION
4ZVE,X-RAY DIFFRACTION
6YT9,ELECTRON MICROSCOPY
4CKK,X-RAY DIFFRACTION
7FS5,X-RAY DIFFRACTION
5L8R,X-RAY DIFFRACTION
8WEU,X-RAY DIFFRACTION
8P3A,SOLUTION NMR
4JRP,X-RAY DIFFRACTION
7BP0,ELECTRON MICROSCOPY
4XTD,X-RAY DIFFRACTION
3H2E,X-RAY DIFFRACTION
2GJA,X-RAY DIFFRACTION
6A82,X-RAY DIFFRACTION
9F2B,ELECTRON MICROSCOPY
8RL9,ELECTRON MICROSCOPY
6N9B,X-RAY DIFFRACTION
7PJS,ELECTRON MICROSCOPY
2A69,X-RAY DIFFRACTION
5TNZ,X-RAY DIFFRACTION
8BYV,ELECTRON MICROSCOPY
1ML3,X-RAY DIFFRACTION
5VKV,SOLUTION NMR
1N60,X-RAY DIFFRACTION
3MZE,X-RAY DIFFRACTION
3OR2,X-RAY DIFFRACTION
4HFQ,X-RAY DIFFRACTION
1GGN,X-RAY DIFFRACTION
1AK5,X-RAY DIFFRACTION
4U3U,X-RAY DIFFRACTION
6Z4K,X-RAY DIFFRACTION
7VN2,X-RAY DIFFRACTION
1JL2,X-RAY DIFFRACTION
4GKM,X-RAY DIFFRACTION
4O63,X-RAY DIFFRACTION
7TOQ,ELECTRON MICROSCOPY
1L60,X-RAY DIFFRACTION
3AHX,X-RAY DIFFRACTION
2QKB,X-RAY DIFFRACTION
7OYB,ELECTRON MICROSCOPY
4XKW,X-RAY DIFFRACTION
6C9Y,ELECTRON MICROSCOPY
8W21,X-RAY DIFFRACTION
1BS7,X-RAY DIFFRACTION
3H2M,X-RAY DIFFRACTION
3CAM,X-RAY DIFFRACTION
2NTG,X-RAY DIFFRACTION
3VYM,X-RAY DIFFRACTION
5BPM,X-RAY DIFFRACTION
6X7F,ELECTRON MICROSCOPY
6BRM,X-RAY DIFFRACTION
5LDX,ELECTRON MICROSCOPY
3P2J,X-RAY DIFFRACTION
7D92,X-RAY DIFFRACTION
2D2I,X-RAY DIFFRACTION
2DZV,X-RAY DIFFRACTION
2FFB,X-RAY DIFFRACTION
9BGM,ELECTRON MICROSCOPY
7T31,X-RAY DIFFRACTION
9LS8,X-RAY DIFFRACTION
4U51,X-RAY DIFFRACTION
5LII,ELECTRON MICROSCOPY
6QOP,X-RAY DIFFRACTION
3POU,X-RAY DIFFRACTION
7ANG,X-RAY DIFFRACTION
1Z0T,X-RAY DIFFRACTION
3Q11,X-RAY DIFFRACTION
8FV6,X-RAY DIFFRACTION
6PXK,X-RAY DIFFRACTION
1LW9,X-RAY DIFFRACTION
2DV0,X-RAY DIFFRACTION
4FF9,X-RAY DIFFRACTION
1LYI,X-RAY DIFFRACTION
4R54,X-RAY DIFFRACTION
2V4O,X-RAY DIFFRACTION
5TS2,X-RAY DIFFRACTION
7RFH,ELECTRON MICROSCOPY
4DBV,X-RAY DIFFRACTION
3N83,X-RAY DIFFRACTION
1WQ3,X-RAY DIFFRACTION
3V0A,X-RAY DIFFRACTION
3GHT,X-RAY DIFFRACTION
3FJ7,X-RAY DIFFRACTION
8COW,X-RAY DIFFRACTION
7AC7,ELECTRON MICROSCOPY
4FNN,X-RAY DIFFRACTION
1TVU,X-RAY DIFFRACTION
3PR2,X-RAY DIFFRACTION
6Z93,X-RAY DIFFRACTION
1O90,X-RAY DIFFRACTION
1FA9,X-RAY DIFFRACTION
5DCB,X-RAY DIFFRACTION
6WSA,X-RAY DIFFRACTION
8TSR,ELECTRON MICROSCOPY
3IIQ,X-RAY DIFFRACTION
1IDE,X-RAY DIFFRACTION
3GZQ,X-RAY DIFFRACTION
1XN8,SOLUTION NMR
3K9Q,X-RAY DIFFRACTION
1TWZ,X-RAY DIFFRACTION
8IAS,X-RAY DIFFRACTION
5DFE,X-RAY DIFFRACTION
7W4C,ELECTRON MICROSCOPY
6J9E,ELECTRON MICROSCOPY
3SRT,X-RAY DIFFRACTION
138L,X-RAY DIFFRACTION
1JOM,X-RAY DIFFRACTION
3SV4,X-RAY DIFFRACTION
3H9B,X-RAY DIFFRACTION
2QPO,X-RAY DIFFRACTION
8VKT,X-RAY DIFFRACTION
1RIL,X-RAY DIFFRACTION
8B5D,X-RAY DIFFRACTION
7YOL,X-RAY DIFFRACTION
2A9P,X-RAY DIFFRACTION
8HL1,ELECTRON MICROSCOPY
6XT0,X-RAY DIFFRACTION
8U7V,ELECTRON MICROSCOPY
3IGJ,X-RAY DIFFRACTION
3AV8,X-RAY DIFFRACTION
8T0T,X-RAY DIFFRACTION
3D3H,X-RAY DIFFRACTION
6FPW,X-RAY DIFFRACTION
4IFM,FIBER DIFFRACTION
2J7B,X-RAY DIFFRACTION
2HCG,X-RAY DIFFRACTION
1CR2,X-RAY DIFFRACTION
1I5D,X-RAY DIFFRACTION
9F22,X-RAY DIFFRACTION
6VZ2,ELECTRON MICROSCOPY
7MTX,X-RAY DIFFRACTION
9BGO,ELECTRON MICROSCOPY
8EYD,X-RAY DIFFRACTION
5H5R,X-RAY DIFFRACTION
2AWM,X-RAY DIFFRACTION
6GDF,X-RAY DIFFRACTION
1MNT,SOLUTION NMR
6PBS,X-RAY DIFFRACTION
6RD3,X-RAY DIFFRACTION
1BTO,X-RAY DIFFRACTION
4JP8,X-RAY DIFFRACTION
2VO1,X-RAY DIFFRACTION
3DN0,X-RAY DIFFRACTION
5DGX,X-RAY DIFFRACTION
7PHA,ELECTRON MICROSCOPY
6V05,ELECTRON MICROSCOPY
8W56,ELECTRON MICROSCOPY
5YG0,X-RAY DIFFRACTION
1Q5M,X-RAY DIFFRACTION
3RJ4,X-RAY DIFFRACTION
6FMW,X-RAY DIFFRACTION
2V50,X-RAY DIFFRACTION
2ILU,X-RAY DIFFRACTION
6B1I,X-RAY DIFFRACTION
6Z6N,ELECTRON MICROSCOPY
4Q1T,X-RAY DIFFRACTION
3DVS,X-RAY DIFFRACTION
8HSP,ELECTRON MICROSCOPY
6XRH,X-RAY DIFFRACTION
4YU1,X-RAY DIFFRACTION
1VYR,X-RAY DIFFRACTION
4X5B,X-RAY DIFFRACTION
1MR7,X-RAY DIFFRACTION
6VV8,X-RAY DIFFRACTION
7SN4,ELECTRON MICROSCOPY
8QBT,ELECTRON MICROSCOPY
8FHK,ELECTRON MICROSCOPY
5C31,X-RAY DIFFRACTION
8RGN,ELECTRON MICROSCOPY
7OUI,ELECTRON MICROSCOPY
7YYA,X-RAY DIFFRACTION
6GA0,X-RAY DIFFRACTION
7DRK,X-RAY DIFFRACTION
8OZ2,X-RAY DIFFRACTION
6PSI,SOLUTION NMR
8YUO,ELECTRON MICROSCOPY
8EGB,ELECTRON MICROSCOPY
1C6D,X-RAY DIFFRACTION
8CGV,ELECTRON MICROSCOPY
4KTQ,X-RAY DIFFRACTION
2ZUM,X-RAY DIFFRACTION
6W9O,X-RAY DIFFRACTION
2EMD,X-RAY DIFFRACTION
2B6X,X-RAY DIFFRACTION
8CMJ,ELECTRON MICROSCOPY
3HSD,X-RAY DIFFRACTION
1MJ0,X-RAY DIFFRACTION
2NTZ,X-RAY DIFFRACTION
3O1F,X-RAY DIFFRACTION
1K1B,X-RAY DIFFRACTION
8PZV,ELECTRON MICROSCOPY
4OGS,X-RAY DIFFRACTION
7Z7E,X-RAY DIFFRACTION
8Q59,X-RAY DIFFRACTION
2J7D,X-RAY DIFFRACTION
7CES,X-RAY DIFFRACTION
3F0M,X-RAY DIFFRACTION
6K7S,X-RAY DIFFRACTION
3CO0,X-RAY DIFFRACTION
7SV9,X-RAY DIFFRACTION
5JWS,X-RAY DIFFRACTION
7NDF,X-RAY DIFFRACTION
3HH6,X-RAY DIFFRACTION
2Z58,X-RAY DIFFRACTION
7BG0,X-RAY DIFFRACTION
8V3W,ELECTRON MICROSCOPY
6SWJ,X-RAY DIFFRACTION
8VR4,ELECTRON MICROSCOPY
232L,X-RAY DIFFRACTION
6RN3,ELECTRON MICROSCOPY
1I6K,X-RAY DIFFRACTION
6O97,X-RAY DIFFRACTION
1T6H,X-RAY DIFFRACTION
1MSW,X-RAY DIFFRACTION
1P64,X-RAY DIFFRACTION
8EZC,X-RAY DIFFRACTION
3AR8,X-RAY DIFFRACTION
8RIA,ELECTRON MICROSCOPY
6JLM,X-RAY DIFFRACTION
4ML0,X-RAY DIFFRACTION
6TXJ,X-RAY DIFFRACTION
9FNY,ELECTRON MICROSCOPY
8H18,X-RAY DIFFRACTION
7QQ3,ELECTRON MICROSCOPY
1U70,X-RAY DIFFRACTION
4A0U,X-RAY DIFFRACTION
6QR8,X-RAY DIFFRACTION
6HHY,X-RAY DIFFRACTION
7FPQ,X-RAY DIFFRACTION
2PUT,X-RAY DIFFRACTION
7K50,ELECTRON MICROSCOPY
1YDG,X-RAY DIFFRACTION
6T0Y,X-RAY DIFFRACTION
4O7L,X-RAY DIFFRACTION
1JWS,X-RAY DIFFRACTION
6Q0Y,X-RAY DIFFRACTION
8HL3,ELECTRON MICROSCOPY
1FQD,X-RAY DIFFRACTION
8I6M,ELECTRON MICROSCOPY
8JIA,ELECTRON MICROSCOPY
8UT0,ELECTRON MICROSCOPY
2NTT,X-RAY DIFFRACTION
7SKK,X-RAY DIFFRACTION
6QOM,X-RAY DIFFRACTION
4EW3,X-RAY DIFFRACTION
4V5K,X-RAY DIFFRACTION
2XKK,X-RAY DIFFRACTION
3OAI,X-RAY DIFFRACTION
3RCC,X-RAY DIFFRACTION
1V3U,X-RAY DIFFRACTION
6A7F,ELECTRON MICROSCOPY
6K8C,X-RAY DIFFRACTION
7XYJ,X-RAY DIFFRACTION
1RI6,X-RAY DIFFRACTION
6GRM,X-RAY DIFFRACTION
4RVA,X-RAY DIFFRACTION
5ELD,X-RAY DIFFRACTION
6DHG,X-RAY DIFFRACTION
4Y8E,X-RAY DIFFRACTION
4L1I,X-RAY DIFFRACTION
6HDB,X-RAY DIFFRACTION
4BOY,X-RAY DIFFRACTION
1V5I,X-RAY DIFFRACTION
6C78,NEUTRON DIFFRACTION
7KQ9,X-RAY DIFFRACTION
2JLG,X-RAY DIFFRACTION
3GUD,X-RAY DIFFRACTION
2Z7Z,X-RAY DIFFRACTION
8EVR,ELECTRON MICROSCOPY
8DHR,X-RAY DIFFRACTION
6W7W,ELECTRON MICROSCOPY
1EVF,X-RAY DIFFRACTION
1BXS,X-RAY DIFFRACTION
3QUB,X-RAY DIFFRACTION
3NH9,X-RAY DIFFRACTION
4ZMM,X-RAY DIFFRACTION
7QZU,X-RAY DIFFRACTION
4ZHP,X-RAY DIFFRACTION
7NZM,ELECTRON MICROSCOPY
2XOF,X-RAY DIFFRACTION
2WF8,X-RAY DIFFRACTION
1WAC,X-RAY DIFFRACTION
6N7T,ELECTRON MICROSCOPY
6GSL,X-RAY DIFFRACTION
2XAW,X-RAY DIFFRACTION
8PRO,X-RAY DIFFRACTION
3GF4,X-RAY DIFFRACTION
2EU1,X-RAY DIFFRACTION
5LMS,ELECTRON MICROSCOPY
9G37,ELECTRON MICROSCOPY
3TRJ,X-RAY DIFFRACTION
4G6Z,X-RAY DIFFRACTION
4IRR,X-RAY DIFFRACTION
7UVY,ELECTRON MICROSCOPY
6LR7,X-RAY DIFFRACTION
1W48,X-RAY DIFFRACTION
2WFA,X-RAY DIFFRACTION
8THD,ELECTRON MICROSCOPY
1TNS,SOLUTION NMR
6Q62,X-RAY DIFFRACTION
3ZTM,X-RAY DIFFRACTION
2JLH,X-RAY DIFFRACTION
3BID,X-RAY DIFFRACTION
6SJ6,ELECTRON MICROSCOPY
3ZUV,X-RAY DIFFRACTION
6FWW,X-RAY DIFFRACTION
3UP9,X-RAY DIFFRACTION
2SKD,X-RAY DIFFRACTION
2NSY,X-RAY DIFFRACTION
8IGQ,ELECTRON MICROSCOPY
4BQI,X-RAY DIFFRACTION
2OUT,SOLUTION NMR
7V3M,ELECTRON MICROSCOPY
3HRE,X-RAY DIFFRACTION
5JDT,X-RAY DIFFRACTION
1U7G,X-RAY DIFFRACTION
6JNX,ELECTRON MICROSCOPY
6VS8,X-RAY DIFFRACTION
2DET,X-RAY DIFFRACTION
7QLP,X-RAY DIFFRACTION
1OYU,X-RAY DIFFRACTION
1SXS,X-RAY DIFFRACTION
5DLD,X-RAY DIFFRACTION
5WM5,X-RAY DIFFRACTION
8JS8,ELECTRON MICROSCOPY
2AZD,X-RAY DIFFRACTION
3Q7V,X-RAY DIFFRACTION
4G8W,X-RAY DIFFRACTION
3KVM,X-RAY DIFFRACTION
1SXQ,X-RAY DIFFRACTION
5ADU,X-RAY DIFFRACTION
3CQQ,X-RAY DIFFRACTION
9J7H,X-RAY DIFFRACTION
8G7F,X-RAY DIFFRACTION
6NQB,ELECTRON MICROSCOPY
4IGH,X-RAY DIFFRACTION
4TMR,X-RAY DIFFRACTION
2Q9D,X-RAY DIFFRACTION
2AN1,X-RAY DIFFRACTION
6B1X,X-RAY DIFFRACTION
1TS4,X-RAY DIFFRACTION
6SYW,X-RAY DIFFRACTION
7TFQ,X-RAY DIFFRACTION
8S3U,X-RAY DIFFRACTION
7LNR,X-RAY DIFFRACTION
4N0H,X-RAY DIFFRACTION
5YI0,X-RAY DIFFRACTION
3T07,X-RAY DIFFRACTION
7ZPN,X-RAY DIFFRACTION
3B2G,X-RAY DIFFRACTION
2CWW,X-RAY DIFFRACTION
6EBR,X-RAY DIFFRACTION
5XVB,X-RAY DIFFRACTION
5X8B,X-RAY DIFFRACTION
5EN5,X-RAY DIFFRACTION
5JG7,X-RAY DIFFRACTION
3II2,X-RAY DIFFRACTION
1PIU,X-RAY DIFFRACTION
7ASN,ELECTRON MICROSCOPY
5FD1,X-RAY DIFFRACTION
4HI2,X-RAY DIFFRACTION
4GHM,X-RAY DIFFRACTION
3A0B,X-RAY DIFFRACTION
4ZCW,X-RAY DIFFRACTION
3L78,X-RAY DIFFRACTION
7DDH,X-RAY DIFFRACTION
3UWO,X-RAY DIFFRACTION
4B3E,X-RAY DIFFRACTION
6PMT,X-RAY DIFFRACTION
3LEZ,X-RAY DIFFRACTION
1AO0,X-RAY DIFFRACTION
2GIM,X-RAY DIFFRACTION
3TQP,X-RAY DIFFRACTION
6F8Y,X-RAY DIFFRACTION
4GBR,X-RAY DIFFRACTION
1VBJ,X-RAY DIFFRACTION
8OU8,X-RAY DIFFRACTION
1G0R,X-RAY DIFFRACTION
1LI3,X-RAY DIFFRACTION
1RRX,X-RAY DIFFRACTION
5O77,X-RAY DIFFRACTION
1S01,X-RAY DIFFRACTION
8WMW,ELECTRON MICROSCOPY
3T49,X-RAY DIFFRACTION
3CVR,X-RAY DIFFRACTION
7XRQ,X-RAY DIFFRACTION
8SSX,X-RAY DIFFRACTION
7JWV,X-RAY DIFFRACTION
5GPB,X-RAY DIFFRACTION
1SWY,X-RAY DIFFRACTION
7LR9,X-RAY DIFFRACTION
9GFT,ELECTRON MICROSCOPY
3S04,X-RAY DIFFRACTION
5AFS,X-RAY DIFFRACTION
7V6S,X-RAY DIFFRACTION
5GVN,X-RAY DIFFRACTION
2R5U,X-RAY DIFFRACTION
7ME2,X-RAY DIFFRACTION
7WAI,X-RAY DIFFRACTION
4P7C,X-RAY DIFFRACTION
3ZC7,X-RAY DIFFRACTION
7CFJ,X-RAY DIFFRACTION
6QA6,X-RAY DIFFRACTION
4JMQ,X-RAY DIFFRACTION
8BF8,ELECTRON MICROSCOPY
1B3Q,X-RAY DIFFRACTION
5XZ7,X-RAY DIFFRACTION
4U6N,X-RAY DIFFRACTION
5MDW,ELECTRON MICROSCOPY
4J2E,X-RAY DIFFRACTION
2FN0,X-RAY DIFFRACTION
2OAM,X-RAY DIFFRACTION
8R31,X-RAY DIFFRACTION
5LZH,X-RAY DIFFRACTION
9DHO,ELECTRON CRYSTALLOGRAPHY
3ZBP,X-RAY DIFFRACTION
4NB0,X-RAY DIFFRACTION
5TMP,X-RAY DIFFRACTION
3S0C,X-RAY DIFFRACTION
5YGP,X-RAY DIFFRACTION
6B0X,ELECTRON MICROSCOPY
2P4B,X-RAY DIFFRACTION
2G6E,X-RAY DIFFRACTION
4OLT,X-RAY DIFFRACTION
4CFZ,X-RAY DIFFRACTION
8G42,ELECTRON MICROSCOPY
9FUS,ELECTRON MICROSCOPY
5T91,X-RAY DIFFRACTION
2OA1,X-RAY DIFFRACTION
1WF3,X-RAY DIFFRACTION
8C54,ELECTRON MICROSCOPY
8C90,ELECTRON MICROSCOPY
5A1I,X-RAY DIFFRACTION
5YL8,X-RAY DIFFRACTION
1ZNV,X-RAY DIFFRACTION
4ARQ,X-RAY DIFFRACTION
7EHE,X-RAY DIFFRACTION
5NNH,X-RAY DIFFRACTION
4QRH,X-RAY DIFFRACTION
6LZK,X-RAY DIFFRACTION
2ANQ,X-RAY DIFFRACTION
8TSP,ELECTRON MICROSCOPY
2G9E,X-RAY DIFFRACTION
8YL5,ELECTRON MICROSCOPY
5VR8,X-RAY DIFFRACTION
6B5H,X-RAY DIFFRACTION
4EZN,X-RAY DIFFRACTION
2F4F,X-RAY DIFFRACTION
1E1Y,X-RAY DIFFRACTION
2LC9,SOLUTION NMR
7F4Y,X-RAY DIFFRACTION
1RRC,X-RAY DIFFRACTION
8W5E,ELECTRON MICROSCOPY
5ZQL,X-RAY DIFFRACTION
7A9M,X-RAY DIFFRACTION
3ZEI,X-RAY DIFFRACTION
5UY4,X-RAY DIFFRACTION
4HVJ,X-RAY DIFFRACTION
3LGW,X-RAY DIFFRACTION
4G9S,X-RAY DIFFRACTION
5K2O,X-RAY DIFFRACTION
5UQG,X-RAY DIFFRACTION
1L72,X-RAY DIFFRACTION
2QN1,X-RAY DIFFRACTION
1B0H,X-RAY DIFFRACTION
1HQT,X-RAY DIFFRACTION
3BZR,X-RAY DIFFRACTION
1QYO,X-RAY DIFFRACTION
5YSZ,X-RAY DIFFRACTION
8CDU,ELECTRON MICROSCOPY
4G99,X-RAY DIFFRACTION
8WHX,ELECTRON MICROSCOPY
3QR8,X-RAY DIFFRACTION
4LA4,X-RAY DIFFRACTION
3G2H,X-RAY DIFFRACTION
1MAW,X-RAY DIFFRACTION
5UJY,X-RAY DIFFRACTION
7S1I,ELECTRON MICROSCOPY
5WNQ,X-RAY DIFFRACTION
1KKJ,X-RAY DIFFRACTION
8H9A,X-RAY DIFFRACTION
6VYU,ELECTRON MICROSCOPY
1MZO,X-RAY DIFFRACTION
4GCA,X-RAY DIFFRACTION
7A7N,X-RAY DIFFRACTION
6KQR,X-RAY DIFFRACTION
1Q9G,SOLUTION NMR
5DCD,X-RAY DIFFRACTION
8XON,ELECTRON MICROSCOPY
6XUH,X-RAY DIFFRACTION
7W5N,X-RAY DIFFRACTION
3ZHH,X-RAY DIFFRACTION
6WDB,ELECTRON MICROSCOPY
1F8Y,X-RAY DIFFRACTION
1GPQ,X-RAY DIFFRACTION
6Y88,X-RAY DIFFRACTION
4LJ5,X-RAY DIFFRACTION
2EG2,X-RAY DIFFRACTION
3A4Y,X-RAY DIFFRACTION
8CAS,ELECTRON MICROSCOPY
5OKQ,X-RAY DIFFRACTION
4QY5,X-RAY DIFFRACTION
6BPF,X-RAY DIFFRACTION
3IA5,X-RAY DIFFRACTION
8P03,ELECTRON MICROSCOPY
6MIA,X-RAY DIFFRACTION
2HE0,X-RAY DIFFRACTION
4V7B,ELECTRON MICROSCOPY
2C04,X-RAY DIFFRACTION
1LDY,X-RAY DIFFRACTION
8K58,ELECTRON MICROSCOPY
7UGR,X-RAY DIFFRACTION
4LO2,X-RAY DIFFRACTION
2I82,X-RAY DIFFRACTION
5Y8E,X-RAY DIFFRACTION
4XMY,X-RAY DIFFRACTION
8T4O,X-RAY DIFFRACTION
201L,X-RAY DIFFRACTION
1DM0,X-RAY DIFFRACTION
4UCR,X-RAY DIFFRACTION
6DHH,X-RAY DIFFRACTION
6NC1,X-RAY DIFFRACTION
7K69,X-RAY DIFFRACTION
1MDP,X-RAY DIFFRACTION
3ILL,X-RAY DIFFRACTION
1HSL,X-RAY DIFFRACTION
7N18,X-RAY DIFFRACTION
2VJJ,X-RAY DIFFRACTION
8EXQ,ELECTRON MICROSCOPY
2KLV,SOLUTION NMR
8WIJ,X-RAY DIFFRACTION
3TWX,X-RAY DIFFRACTION
4EIN,X-RAY DIFFRACTION
4NIC,X-RAY DIFFRACTION
7N6G,ELECTRON MICROSCOPY
3N80,X-RAY DIFFRACTION
5U03,ELECTRON MICROSCOPY
6PFR,X-RAY DIFFRACTION
